420	error	code-scanning	go/path-injection	internal/organizer/rename.go:416	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/420	2026-04-18T20:30:31Z
421	error	code-scanning	go/path-injection	internal/organizer/rename.go:420	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/421	2026-04-18T20:30:31Z
422	error	code-scanning	go/path-injection	internal/organizer/rename.go:424	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/422	2026-04-18T20:30:31Z
423	error	code-scanning	go/path-injection	internal/organizer/rename.go:427	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/423	2026-04-18T20:30:31Z
424	error	code-scanning	go/path-injection	internal/organizer/rename.go:427	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/424	2026-04-18T20:30:31Z
425	error	code-scanning	go/path-injection	internal/organizer/rename.go:428	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/425	2026-04-18T20:30:31Z
426	error	code-scanning	go/path-injection	internal/organizer/rename.go:433	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/426	2026-04-18T20:30:31Z
427	error	code-scanning	go/path-injection	internal/organizer/rename.go:444	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/427	2026-04-18T20:30:31Z
428	error	code-scanning	go/path-injection	internal/organizer/rename.go:450	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/428	2026-04-18T20:30:31Z
429	error	code-scanning	go/path-injection	internal/organizer/rename.go:462	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/429	2026-04-18T20:30:31Z
430	error	code-scanning	go/path-injection	internal/organizer/rename.go:469	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/430	2026-04-18T20:30:31Z
431	error	code-scanning	go/path-injection	internal/organizer/rename.go:473	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/431	2026-04-18T20:30:31Z
432	error	code-scanning	go/path-injection	internal/organizer/rename.go:477	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/432	2026-04-18T20:30:31Z
433	error	code-scanning	go/path-injection	internal/organizer/rename.go:480	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/433	2026-04-18T20:30:31Z
434	error	code-scanning	go/path-injection	internal/organizer/rename.go:480	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/434	2026-04-18T20:30:31Z
435	error	code-scanning	go/path-injection	internal/organizer/service.go:416	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/435	2026-04-18T20:30:31Z
436	error	code-scanning	go/path-injection	internal/organizer/service.go:421	Uncontrolled data used in path expression	https://github.com/jdfalk/audiobook-organizer/security/code-scanning/436	2026-04-18T20:30:31Z
